,org,dst,label
17517,1,1,1
17518,1,2,0
17519,1,流し入れ,0
17520,1,全体,0
17521,1,広げ,0
17522,1,巻,0
17523,1,卵,0
17524,1,持ち上げ,0
17525,1,下,0
17526,1,卵液,0
17527,1,流し込,0
17528,1,卵,0
17529,1,まとま,0
17530,1,巻,0
17531,1,な,0
17532,1,焼き上がり,0
17533,1,すきま,0
17534,1,でき,0
17535,1,まわり,0
17536,1,固ま,0
17537,1,表面,0
17538,1,手前,0
17539,1,巻,0
17540,1,残り,0
17541,1,卵液,0
17542,1,焼,0
17543,1,卵焼き,0
17544,1,器,0
17545,1,縁,0
17546,1,押しつけ,0
17547,1,形,0
17548,1,整え,0
17549,1,まな,0
17550,1,のせ,0
17551,1,さめ,0
17552,1,切り分け,0
17553,1,皿,0
17554,1,盛,0
17555,1,熱,0
17556,1,卵,0
17557,1,なじ,0
17558,1,切,0
17559,1,くずれ,0
17560,1,つけ,0
17561,1,大根,0
17562,1,おろし,0
17563,1,しょうが,0
17564,1,甘酢,0
17565,1,貝割れ,0
17566,1,2,1
17567,1,流し入れ,0
17568,1,全体,0
17569,1,広げ,0
17570,1,巻,0
17571,1,卵,0
17572,1,持ち上げ,0
17573,1,下,0
17574,1,卵液,0
17575,1,流し込,0
17576,1,卵,0
17577,1,まとま,0
17578,1,巻,0
17579,1,な,0
17580,1,焼き上がり,0
17581,1,すきま,0
17582,1,でき,0
17583,1,まわり,0
17584,1,固ま,0
17585,1,表面,0
17586,1,手前,0
17587,1,巻,0
17588,1,残り,0
17589,1,卵液,0
17590,1,焼,0
17591,1,卵焼き,0
17592,1,器,0
17593,1,縁,0
17594,1,押しつけ,0
17595,1,形,0
17596,1,整え,0
17597,1,まな,0
17598,1,のせ,0
17599,1,さめ,0
17600,1,切り分け,0
17601,1,皿,0
17602,1,盛,0
17603,1,熱,0
17604,1,卵,0
17605,1,なじ,0
17606,1,切,0
17607,1,くずれ,0
17608,1,つけ,0
17609,1,大根,0
17610,1,おろし,0
17611,1,しょうが,0
17612,1,甘酢,0
17613,1,貝割れ,0
17614,2,流し入れ,1
17615,2,全体,0
17616,2,広げ,0
17617,2,巻,0
17618,2,卵,0
17619,2,持ち上げ,0
17620,2,下,0
17621,2,卵液,0
17622,2,流し込,0
17623,2,卵,0
17624,2,まとま,0
17625,2,巻,0
17626,2,な,0
17627,2,焼き上がり,0
17628,2,すきま,0
17629,2,でき,0
17630,2,まわり,0
17631,2,固ま,0
17632,2,表面,0
17633,2,手前,0
17634,2,巻,0
17635,2,残り,0
17636,2,卵液,0
17637,2,焼,0
17638,2,卵焼き,0
17639,2,器,0
17640,2,縁,0
17641,2,押しつけ,0
17642,2,形,0
17643,2,整え,0
17644,2,まな,0
17645,2,のせ,0
17646,2,さめ,0
17647,2,切り分け,0
17648,2,皿,0
17649,2,盛,0
17650,2,熱,0
17651,2,卵,0
17652,2,なじ,0
17653,2,切,0
17654,2,くずれ,0
17655,2,つけ,0
17656,2,大根,0
17657,2,おろし,0
17658,2,しょうが,0
17659,2,甘酢,0
17660,2,貝割れ,0
17661,流し入れ,全体,0
17662,流し入れ,広げ,1
17663,流し入れ,巻,0
17664,流し入れ,卵,0
17665,流し入れ,持ち上げ,0
17666,流し入れ,下,0
17667,流し入れ,卵液,0
17668,流し入れ,流し込,0
17669,流し入れ,卵,0
17670,流し入れ,まとま,0
17671,流し入れ,巻,0
17672,流し入れ,な,0
17673,流し入れ,焼き上がり,0
17674,流し入れ,すきま,0
17675,流し入れ,でき,0
17676,流し入れ,まわり,0
17677,流し入れ,固ま,0
17678,流し入れ,表面,0
17679,流し入れ,手前,0
17680,流し入れ,巻,0
17681,流し入れ,残り,0
17682,流し入れ,卵液,0
17683,流し入れ,焼,0
17684,流し入れ,卵焼き,0
17685,流し入れ,器,0
17686,流し入れ,縁,0
17687,流し入れ,押しつけ,0
17688,流し入れ,形,0
17689,流し入れ,整え,0
17690,流し入れ,まな,0
17691,流し入れ,のせ,0
17692,流し入れ,さめ,0
17693,流し入れ,切り分け,0
17694,流し入れ,皿,0
17695,流し入れ,盛,0
17696,流し入れ,熱,0
17697,流し入れ,卵,0
17698,流し入れ,なじ,0
17699,流し入れ,切,0
17700,流し入れ,くずれ,0
17701,流し入れ,つけ,0
17702,流し入れ,大根,0
17703,流し入れ,おろし,0
17704,流し入れ,しょうが,0
17705,流し入れ,甘酢,0
17706,流し入れ,貝割れ,0
17707,全体,広げ,1
17708,全体,巻,0
17709,全体,卵,0
17710,全体,持ち上げ,0
17711,全体,下,0
17712,全体,卵液,0
17713,全体,流し込,0
17714,全体,卵,0
17715,全体,まとま,0
17716,全体,巻,0
17717,全体,な,0
17718,全体,焼き上がり,0
17719,全体,すきま,0
17720,全体,でき,0
17721,全体,まわり,0
17722,全体,固ま,0
17723,全体,表面,0
17724,全体,手前,0
17725,全体,巻,0
17726,全体,残り,0
17727,全体,卵液,0
17728,全体,焼,0
17729,全体,卵焼き,0
17730,全体,器,0
17731,全体,縁,0
17732,全体,押しつけ,0
17733,全体,形,0
17734,全体,整え,0
17735,全体,まな,0
17736,全体,のせ,0
17737,全体,さめ,0
17738,全体,切り分け,0
17739,全体,皿,0
17740,全体,盛,0
17741,全体,熱,0
17742,全体,卵,0
17743,全体,なじ,0
17744,全体,切,0
17745,全体,くずれ,0
17746,全体,つけ,0
17747,全体,大根,0
17748,全体,おろし,0
17749,全体,しょうが,0
17750,全体,甘酢,0
17751,全体,貝割れ,0
17752,広げ,巻,1
17753,広げ,卵,0
17754,広げ,持ち上げ,0
17755,広げ,下,0
17756,広げ,卵液,0
17757,広げ,流し込,0
17758,広げ,卵,0
17759,広げ,まとま,0
17760,広げ,巻,1
17761,広げ,な,0
17762,広げ,焼き上がり,0
17763,広げ,すきま,0
17764,広げ,でき,0
17765,広げ,まわり,0
17766,広げ,固ま,0
17767,広げ,表面,0
17768,広げ,手前,0
17769,広げ,巻,1
17770,広げ,残り,0
17771,広げ,卵液,0
17772,広げ,焼,0
17773,広げ,卵焼き,0
17774,広げ,器,0
17775,広げ,縁,0
17776,広げ,押しつけ,0
17777,広げ,形,0
17778,広げ,整え,0
17779,広げ,まな,0
17780,広げ,のせ,0
17781,広げ,さめ,0
17782,広げ,切り分け,0
17783,広げ,皿,0
17784,広げ,盛,0
17785,広げ,熱,0
17786,広げ,卵,0
17787,広げ,なじ,0
17788,広げ,切,0
17789,広げ,くずれ,0
17790,広げ,つけ,0
17791,広げ,大根,0
17792,広げ,おろし,0
17793,広げ,しょうが,0
17794,広げ,甘酢,0
17795,広げ,貝割れ,0
17796,巻,卵,0
17797,巻,持ち上げ,1
17798,巻,下,0
17799,巻,卵液,0
17800,巻,流し込,0
17801,巻,卵,0
17802,巻,まとま,0
17803,巻,巻,0
17804,巻,な,0
17805,巻,焼き上がり,0
17806,巻,すきま,0
17807,巻,でき,0
17808,巻,まわり,0
17809,巻,固ま,0
17810,巻,表面,0
17811,巻,手前,0
17812,巻,巻,0
17813,巻,残り,0
17814,巻,卵液,0
17815,巻,焼,0
17816,巻,卵焼き,0
17817,巻,器,0
17818,巻,縁,0
17819,巻,押しつけ,0
17820,巻,形,0
17821,巻,整え,0
17822,巻,まな,0
17823,巻,のせ,0
17824,巻,さめ,0
17825,巻,切り分け,0
17826,巻,皿,0
17827,巻,盛,0
17828,巻,熱,0
17829,巻,卵,0
17830,巻,なじ,0
17831,巻,切,0
17832,巻,くずれ,0
17833,巻,つけ,0
17834,巻,大根,0
17835,巻,おろし,0
17836,巻,しょうが,0
17837,巻,甘酢,0
17838,巻,貝割れ,0
17839,卵,持ち上げ,1
17840,卵,下,0
17841,卵,卵液,0
17842,卵,流し込,0
17843,卵,卵,0
17844,卵,まとま,0
17845,卵,巻,0
17846,卵,な,0
17847,卵,焼き上がり,0
17848,卵,すきま,0
17849,卵,でき,0
17850,卵,まわり,0
17851,卵,固ま,0
17852,卵,表面,0
17853,卵,手前,0
17854,卵,巻,0
17855,卵,残り,0
17856,卵,卵液,0
17857,卵,焼,0
17858,卵,卵焼き,0
17859,卵,器,0
17860,卵,縁,0
17861,卵,押しつけ,0
17862,卵,形,0
17863,卵,整え,0
17864,卵,まな,0
17865,卵,のせ,0
17866,卵,さめ,0
17867,卵,切り分け,0
17868,卵,皿,0
17869,卵,盛,0
17870,卵,熱,0
17871,卵,卵,0
17872,卵,なじ,0
17873,卵,切,0
17874,卵,くずれ,0
17875,卵,つけ,0
17876,卵,大根,0
17877,卵,おろし,0
17878,卵,しょうが,0
17879,卵,甘酢,0
17880,卵,貝割れ,0
17881,持ち上げ,下,0
17882,持ち上げ,卵液,0
17883,持ち上げ,流し込,1
17884,持ち上げ,卵,0
17885,持ち上げ,まとま,0
17886,持ち上げ,巻,0
17887,持ち上げ,な,0
17888,持ち上げ,焼き上がり,0
17889,持ち上げ,すきま,0
17890,持ち上げ,でき,0
17891,持ち上げ,まわり,0
17892,持ち上げ,固ま,0
17893,持ち上げ,表面,0
17894,持ち上げ,手前,0
17895,持ち上げ,巻,0
17896,持ち上げ,残り,0
17897,持ち上げ,卵液,0
17898,持ち上げ,焼,0
17899,持ち上げ,卵焼き,0
17900,持ち上げ,器,0
17901,持ち上げ,縁,0
17902,持ち上げ,押しつけ,0
17903,持ち上げ,形,0
17904,持ち上げ,整え,0
17905,持ち上げ,まな,0
17906,持ち上げ,のせ,0
17907,持ち上げ,さめ,0
17908,持ち上げ,切り分け,0
17909,持ち上げ,皿,0
17910,持ち上げ,盛,0
17911,持ち上げ,熱,0
17912,持ち上げ,卵,0
17913,持ち上げ,なじ,0
17914,持ち上げ,切,0
17915,持ち上げ,くずれ,0
17916,持ち上げ,つけ,0
17917,持ち上げ,大根,0
17918,持ち上げ,おろし,0
17919,持ち上げ,しょうが,0
17920,持ち上げ,甘酢,0
17921,持ち上げ,貝割れ,0
17922,下,卵液,0
17923,下,流し込,1
17924,下,卵,0
17925,下,まとま,0
17926,下,巻,0
17927,下,な,0
17928,下,焼き上がり,0
17929,下,すきま,0
17930,下,でき,0
17931,下,まわり,0
17932,下,固ま,0
17933,下,表面,0
17934,下,手前,0
17935,下,巻,0
17936,下,残り,0
17937,下,卵液,0
17938,下,焼,0
17939,下,卵焼き,0
17940,下,器,0
17941,下,縁,0
17942,下,押しつけ,0
17943,下,形,0
17944,下,整え,0
17945,下,まな,0
17946,下,のせ,0
17947,下,さめ,0
17948,下,切り分け,0
17949,下,皿,0
17950,下,盛,0
17951,下,熱,0
17952,下,卵,0
17953,下,なじ,0
17954,下,切,0
17955,下,くずれ,0
17956,下,つけ,0
17957,下,大根,0
17958,下,おろし,0
17959,下,しょうが,0
17960,下,甘酢,0
17961,下,貝割れ,0
17962,卵液,流し込,1
17963,卵液,卵,0
17964,卵液,まとま,0
17965,卵液,巻,0
17966,卵液,な,0
17967,卵液,焼き上がり,0
17968,卵液,すきま,0
17969,卵液,でき,0
17970,卵液,まわり,0
17971,卵液,固ま,0
17972,卵液,表面,0
17973,卵液,手前,0
17974,卵液,巻,0
17975,卵液,残り,0
17976,卵液,卵液,0
17977,卵液,焼,0
17978,卵液,卵焼き,0
17979,卵液,器,0
17980,卵液,縁,0
17981,卵液,押しつけ,0
17982,卵液,形,0
17983,卵液,整え,0
17984,卵液,まな,0
17985,卵液,のせ,0
17986,卵液,さめ,0
17987,卵液,切り分け,0
17988,卵液,皿,0
17989,卵液,盛,0
17990,卵液,熱,0
17991,卵液,卵,0
17992,卵液,なじ,0
17993,卵液,切,0
17994,卵液,くずれ,0
17995,卵液,つけ,0
17996,卵液,大根,0
17997,卵液,おろし,0
17998,卵液,しょうが,0
17999,卵液,甘酢,0
18000,卵液,貝割れ,0
18001,流し込,卵,0
18002,流し込,まとま,0
18003,流し込,巻,1
18004,流し込,な,0
18005,流し込,焼き上がり,0
18006,流し込,すきま,0
18007,流し込,でき,0
18008,流し込,まわり,0
18009,流し込,固ま,0
18010,流し込,表面,0
18011,流し込,手前,0
18012,流し込,巻,1
18013,流し込,残り,0
18014,流し込,卵液,0
18015,流し込,焼,0
18016,流し込,卵焼き,0
18017,流し込,器,0
18018,流し込,縁,0
18019,流し込,押しつけ,0
18020,流し込,形,0
18021,流し込,整え,0
18022,流し込,まな,0
18023,流し込,のせ,0
18024,流し込,さめ,0
18025,流し込,切り分け,0
18026,流し込,皿,0
18027,流し込,盛,0
18028,流し込,熱,0
18029,流し込,卵,0
18030,流し込,なじ,0
18031,流し込,切,0
18032,流し込,くずれ,0
18033,流し込,つけ,0
18034,流し込,大根,0
18035,流し込,おろし,0
18036,流し込,しょうが,0
18037,流し込,甘酢,0
18038,流し込,貝割れ,0
18039,卵,まとま,1
18040,卵,巻,0
18041,卵,な,0
18042,卵,焼き上がり,0
18043,卵,すきま,0
18044,卵,でき,0
18045,卵,まわり,0
18046,卵,固ま,0
18047,卵,表面,0
18048,卵,手前,0
18049,卵,巻,0
18050,卵,残り,0
18051,卵,卵液,0
18052,卵,焼,0
18053,卵,卵焼き,0
18054,卵,器,0
18055,卵,縁,0
18056,卵,押しつけ,0
18057,卵,形,0
18058,卵,整え,0
18059,卵,まな,0
18060,卵,のせ,0
18061,卵,さめ,0
18062,卵,切り分け,0
18063,卵,皿,0
18064,卵,盛,0
18065,卵,熱,0
18066,卵,卵,0
18067,卵,なじ,0
18068,卵,切,0
18069,卵,くずれ,0
18070,卵,つけ,0
18071,卵,大根,0
18072,卵,おろし,0
18073,卵,しょうが,0
18074,卵,甘酢,0
18075,卵,貝割れ,0
18076,まとま,巻,0
18077,まとま,な,1
18078,まとま,焼き上がり,0
18079,まとま,すきま,0
18080,まとま,でき,0
18081,まとま,まわり,0
18082,まとま,固ま,0
18083,まとま,表面,0
18084,まとま,手前,0
18085,まとま,巻,0
18086,まとま,残り,0
18087,まとま,卵液,0
18088,まとま,焼,0
18089,まとま,卵焼き,0
18090,まとま,器,0
18091,まとま,縁,0
18092,まとま,押しつけ,0
18093,まとま,形,0
18094,まとま,整え,0
18095,まとま,まな,0
18096,まとま,のせ,0
18097,まとま,さめ,0
18098,まとま,切り分け,0
18099,まとま,皿,0
18100,まとま,盛,0
18101,まとま,熱,0
18102,まとま,卵,0
18103,まとま,なじ,0
18104,まとま,切,0
18105,まとま,くずれ,0
18106,まとま,つけ,0
18107,まとま,大根,0
18108,まとま,おろし,0
18109,まとま,しょうが,0
18110,まとま,甘酢,0
18111,まとま,貝割れ,0
18112,巻,な,1
18113,巻,焼き上がり,0
18114,巻,すきま,0
18115,巻,でき,0
18116,巻,まわり,0
18117,巻,固ま,0
18118,巻,表面,0
18119,巻,手前,0
18120,巻,巻,0
18121,巻,残り,0
18122,巻,卵液,0
18123,巻,焼,0
18124,巻,卵焼き,0
18125,巻,器,0
18126,巻,縁,0
18127,巻,押しつけ,0
18128,巻,形,0
18129,巻,整え,0
18130,巻,まな,0
18131,巻,のせ,0
18132,巻,さめ,0
18133,巻,切り分け,0
18134,巻,皿,0
18135,巻,盛,0
18136,巻,熱,0
18137,巻,卵,0
18138,巻,なじ,0
18139,巻,切,0
18140,巻,くずれ,0
18141,巻,つけ,0
18142,巻,大根,0
18143,巻,おろし,0
18144,巻,しょうが,0
18145,巻,甘酢,0
18146,巻,貝割れ,0
18147,な,焼き上がり,0
18148,な,すきま,0
18149,な,でき,0
18150,な,まわり,0
18151,な,固ま,0
18152,な,表面,0
18153,な,手前,0
18154,な,巻,1
18155,な,残り,0
18156,な,卵液,0
18157,な,焼,0
18158,な,卵焼き,0
18159,な,器,0
18160,な,縁,0
18161,な,押しつけ,0
18162,な,形,0
18163,な,整え,0
18164,な,まな,0
18165,な,のせ,0
18166,な,さめ,0
18167,な,切り分け,0
18168,な,皿,0
18169,な,盛,0
18170,な,熱,0
18171,な,卵,0
18172,な,なじ,0
18173,な,切,0
18174,な,くずれ,0
18175,な,つけ,0
18176,な,大根,0
18177,な,おろし,0
18178,な,しょうが,0
18179,な,甘酢,0
18180,な,貝割れ,0
18181,焼き上がり,すきま,0
18182,焼き上がり,でき,1
18183,焼き上がり,まわり,0
18184,焼き上がり,固ま,0
18185,焼き上がり,表面,0
18186,焼き上がり,手前,0
18187,焼き上がり,巻,0
18188,焼き上がり,残り,0
18189,焼き上がり,卵液,0
18190,焼き上がり,焼,0
18191,焼き上がり,卵焼き,0
18192,焼き上がり,器,0
18193,焼き上がり,縁,0
18194,焼き上がり,押しつけ,0
18195,焼き上がり,形,0
18196,焼き上がり,整え,0
18197,焼き上がり,まな,0
18198,焼き上がり,のせ,0
18199,焼き上がり,さめ,0
18200,焼き上がり,切り分け,0
18201,焼き上がり,皿,0
18202,焼き上がり,盛,0
18203,焼き上がり,熱,0
18204,焼き上がり,卵,0
18205,焼き上がり,なじ,0
18206,焼き上がり,切,0
18207,焼き上がり,くずれ,0
18208,焼き上がり,つけ,0
18209,焼き上がり,大根,0
18210,焼き上がり,おろし,0
18211,焼き上がり,しょうが,0
18212,焼き上がり,甘酢,0
18213,焼き上がり,貝割れ,0
18214,すきま,でき,1
18215,すきま,まわり,0
18216,すきま,固ま,0
18217,すきま,表面,0
18218,すきま,手前,0
18219,すきま,巻,0
18220,すきま,残り,0
18221,すきま,卵液,0
18222,すきま,焼,0
18223,すきま,卵焼き,0
18224,すきま,器,0
18225,すきま,縁,0
18226,すきま,押しつけ,0
18227,すきま,形,0
18228,すきま,整え,0
18229,すきま,まな,0
18230,すきま,のせ,0
18231,すきま,さめ,0
18232,すきま,切り分け,0
18233,すきま,皿,0
18234,すきま,盛,0
18235,すきま,熱,0
18236,すきま,卵,0
18237,すきま,なじ,0
18238,すきま,切,0
18239,すきま,くずれ,0
18240,すきま,つけ,0
18241,すきま,大根,0
18242,すきま,おろし,0
18243,すきま,しょうが,0
18244,すきま,甘酢,0
18245,すきま,貝割れ,0
18246,でき,まわり,0
18247,でき,固ま,0
18248,でき,表面,0
18249,でき,手前,0
18250,でき,巻,1
18251,でき,残り,0
18252,でき,卵液,0
18253,でき,焼,0
18254,でき,卵焼き,0
18255,でき,器,0
18256,でき,縁,0
18257,でき,押しつけ,0
18258,でき,形,0
18259,でき,整え,0
18260,でき,まな,0
18261,でき,のせ,0
18262,でき,さめ,0
18263,でき,切り分け,0
18264,でき,皿,0
18265,でき,盛,0
18266,でき,熱,0
18267,でき,卵,0
18268,でき,なじ,0
18269,でき,切,0
18270,でき,くずれ,0
18271,でき,つけ,0
18272,でき,大根,0
18273,でき,おろし,0
18274,でき,しょうが,0
18275,でき,甘酢,0
18276,でき,貝割れ,0
18277,まわり,固ま,1
18278,まわり,表面,0
18279,まわり,手前,0
18280,まわり,巻,0
18281,まわり,残り,0
18282,まわり,卵液,0
18283,まわり,焼,0
18284,まわり,卵焼き,0
18285,まわり,器,0
18286,まわり,縁,0
18287,まわり,押しつけ,0
18288,まわり,形,0
18289,まわり,整え,0
18290,まわり,まな,0
18291,まわり,のせ,0
18292,まわり,さめ,0
18293,まわり,切り分け,0
18294,まわり,皿,0
18295,まわり,盛,0
18296,まわり,熱,0
18297,まわり,卵,0
18298,まわり,なじ,0
18299,まわり,切,0
18300,まわり,くずれ,0
18301,まわり,つけ,0
18302,まわり,大根,0
18303,まわり,おろし,0
18304,まわり,しょうが,0
18305,まわり,甘酢,0
18306,まわり,貝割れ,0
18307,固ま,表面,0
18308,固ま,手前,0
18309,固ま,巻,1
18310,固ま,残り,0
18311,固ま,卵液,0
18312,固ま,焼,0
18313,固ま,卵焼き,0
18314,固ま,器,0
18315,固ま,縁,0
18316,固ま,押しつけ,0
18317,固ま,形,0
18318,固ま,整え,0
18319,固ま,まな,0
18320,固ま,のせ,0
18321,固ま,さめ,0
18322,固ま,切り分け,0
18323,固ま,皿,0
18324,固ま,盛,0
18325,固ま,熱,0
18326,固ま,卵,0
18327,固ま,なじ,0
18328,固ま,切,0
18329,固ま,くずれ,0
18330,固ま,つけ,0
18331,固ま,大根,0
18332,固ま,おろし,0
18333,固ま,しょうが,0
18334,固ま,甘酢,0
18335,固ま,貝割れ,0
18336,表面,手前,0
18337,表面,巻,1
18338,表面,残り,0
18339,表面,卵液,0
18340,表面,焼,0
18341,表面,卵焼き,0
18342,表面,器,0
18343,表面,縁,0
18344,表面,押しつけ,0
18345,表面,形,0
18346,表面,整え,0
18347,表面,まな,0
18348,表面,のせ,0
18349,表面,さめ,0
18350,表面,切り分け,0
18351,表面,皿,0
18352,表面,盛,0
18353,表面,熱,0
18354,表面,卵,0
18355,表面,なじ,0
18356,表面,切,0
18357,表面,くずれ,0
18358,表面,つけ,0
18359,表面,大根,0
18360,表面,おろし,0
18361,表面,しょうが,0
18362,表面,甘酢,0
18363,表面,貝割れ,0
18364,手前,巻,1
18365,手前,残り,0
18366,手前,卵液,0
18367,手前,焼,0
18368,手前,卵焼き,0
18369,手前,器,0
18370,手前,縁,0
18371,手前,押しつけ,0
18372,手前,形,0
18373,手前,整え,0
18374,手前,まな,0
18375,手前,のせ,0
18376,手前,さめ,0
18377,手前,切り分け,0
18378,手前,皿,0
18379,手前,盛,0
18380,手前,熱,0
18381,手前,卵,0
18382,手前,なじ,0
18383,手前,切,0
18384,手前,くずれ,0
18385,手前,つけ,0
18386,手前,大根,0
18387,手前,おろし,0
18388,手前,しょうが,0
18389,手前,甘酢,0
18390,手前,貝割れ,0
18391,巻,残り,0
18392,巻,卵液,0
18393,巻,焼,1
18394,巻,卵焼き,0
18395,巻,器,0
18396,巻,縁,0
18397,巻,押しつけ,0
18398,巻,形,0
18399,巻,整え,0
18400,巻,まな,0
18401,巻,のせ,0
18402,巻,さめ,0
18403,巻,切り分け,0
18404,巻,皿,0
18405,巻,盛,0
18406,巻,熱,0
18407,巻,卵,0
18408,巻,なじ,0
18409,巻,切,0
18410,巻,くずれ,0
18411,巻,つけ,0
18412,巻,大根,0
18413,巻,おろし,0
18414,巻,しょうが,0
18415,巻,甘酢,0
18416,巻,貝割れ,0
18417,残り,卵液,1
18418,残り,焼,0
18419,残り,卵焼き,0
18420,残り,器,0
18421,残り,縁,0
18422,残り,押しつけ,0
18423,残り,形,0
18424,残り,整え,0
18425,残り,まな,0
18426,残り,のせ,0
18427,残り,さめ,0
18428,残り,切り分け,0
18429,残り,皿,0
18430,残り,盛,0
18431,残り,熱,0
18432,残り,卵,0
18433,残り,なじ,0
18434,残り,切,0
18435,残り,くずれ,0
18436,残り,つけ,0
18437,残り,大根,0
18438,残り,おろし,0
18439,残り,しょうが,0
18440,残り,甘酢,0
18441,残り,貝割れ,0
18442,卵液,焼,1
18443,卵液,卵焼き,0
18444,卵液,器,0
18445,卵液,縁,0
18446,卵液,押しつけ,0
18447,卵液,形,0
18448,卵液,整え,0
18449,卵液,まな,0
18450,卵液,のせ,0
18451,卵液,さめ,0
18452,卵液,切り分け,0
18453,卵液,皿,0
18454,卵液,盛,0
18455,卵液,熱,0
18456,卵液,卵,0
18457,卵液,なじ,0
18458,卵液,切,0
18459,卵液,くずれ,0
18460,卵液,つけ,0
18461,卵液,大根,0
18462,卵液,おろし,0
18463,卵液,しょうが,0
18464,卵液,甘酢,0
18465,卵液,貝割れ,0
18466,焼,卵焼き,0
18467,焼,器,0
18468,焼,縁,0
18469,焼,押しつけ,1
18470,焼,形,0
18471,焼,整え,0
18472,焼,まな,0
18473,焼,のせ,0
18474,焼,さめ,0
18475,焼,切り分け,0
18476,焼,皿,0
18477,焼,盛,0
18478,焼,熱,0
18479,焼,卵,0
18480,焼,なじ,0
18481,焼,切,0
18482,焼,くずれ,0
18483,焼,つけ,0
18484,焼,大根,0
18485,焼,おろし,0
18486,焼,しょうが,0
18487,焼,甘酢,0
18488,焼,貝割れ,0
18489,卵焼き,器,1
18490,卵焼き,縁,0
18491,卵焼き,押しつけ,0
18492,卵焼き,形,0
18493,卵焼き,整え,0
18494,卵焼き,まな,0
18495,卵焼き,のせ,0
18496,卵焼き,さめ,0
18497,卵焼き,切り分け,0
18498,卵焼き,皿,0
18499,卵焼き,盛,0
18500,卵焼き,熱,0
18501,卵焼き,卵,0
18502,卵焼き,なじ,0
18503,卵焼き,切,0
18504,卵焼き,くずれ,0
18505,卵焼き,つけ,0
18506,卵焼き,大根,0
18507,卵焼き,おろし,0
18508,卵焼き,しょうが,0
18509,卵焼き,甘酢,0
18510,卵焼き,貝割れ,0
18511,器,縁,1
18512,器,押しつけ,0
18513,器,形,0
18514,器,整え,0
18515,器,まな,0
18516,器,のせ,0
18517,器,さめ,0
18518,器,切り分け,0
18519,器,皿,0
18520,器,盛,0
18521,器,熱,0
18522,器,卵,0
18523,器,なじ,0
18524,器,切,0
18525,器,くずれ,0
18526,器,つけ,0
18527,器,大根,0
18528,器,おろし,0
18529,器,しょうが,0
18530,器,甘酢,0
18531,器,貝割れ,0
18532,縁,押しつけ,1
18533,縁,形,0
18534,縁,整え,0
18535,縁,まな,0
18536,縁,のせ,0
18537,縁,さめ,0
18538,縁,切り分け,0
18539,縁,皿,0
18540,縁,盛,0
18541,縁,熱,0
18542,縁,卵,0
18543,縁,なじ,0
18544,縁,切,0
18545,縁,くずれ,0
18546,縁,つけ,0
18547,縁,大根,0
18548,縁,おろし,0
18549,縁,しょうが,0
18550,縁,甘酢,0
18551,縁,貝割れ,0
18552,押しつけ,形,0
18553,押しつけ,整え,1
18554,押しつけ,まな,0
18555,押しつけ,のせ,0
18556,押しつけ,さめ,0
18557,押しつけ,切り分け,0
18558,押しつけ,皿,0
18559,押しつけ,盛,0
18560,押しつけ,熱,0
18561,押しつけ,卵,0
18562,押しつけ,なじ,0
18563,押しつけ,切,0
18564,押しつけ,くずれ,0
18565,押しつけ,つけ,0
18566,押しつけ,大根,0
18567,押しつけ,おろし,0
18568,押しつけ,しょうが,0
18569,押しつけ,甘酢,0
18570,押しつけ,貝割れ,0
18571,形,整え,1
18572,形,まな,0
18573,形,のせ,0
18574,形,さめ,0
18575,形,切り分け,0
18576,形,皿,0
18577,形,盛,0
18578,形,熱,0
18579,形,卵,0
18580,形,なじ,0
18581,形,切,0
18582,形,くずれ,0
18583,形,つけ,0
18584,形,大根,0
18585,形,おろし,0
18586,形,しょうが,0
18587,形,甘酢,0
18588,形,貝割れ,0
18589,整え,まな,0
18590,整え,のせ,1
18591,整え,さめ,0
18592,整え,切り分け,0
18593,整え,皿,0
18594,整え,盛,0
18595,整え,熱,0
18596,整え,卵,0
18597,整え,なじ,0
18598,整え,切,0
18599,整え,くずれ,0
18600,整え,つけ,0
18601,整え,大根,0
18602,整え,おろし,0
18603,整え,しょうが,0
18604,整え,甘酢,0
18605,整え,貝割れ,0
18606,まな,のせ,1
18607,まな,さめ,0
18608,まな,切り分け,0
18609,まな,皿,0
18610,まな,盛,0
18611,まな,熱,0
18612,まな,卵,0
18613,まな,なじ,0
18614,まな,切,0
18615,まな,くずれ,0
18616,まな,つけ,0
18617,まな,大根,0
18618,まな,おろし,0
18619,まな,しょうが,0
18620,まな,甘酢,0
18621,まな,貝割れ,0
18622,のせ,さめ,1
18623,のせ,切り分け,0
18624,のせ,皿,0
18625,のせ,盛,0
18626,のせ,熱,0
18627,のせ,卵,0
18628,のせ,なじ,0
18629,のせ,切,0
18630,のせ,くずれ,0
18631,のせ,つけ,0
18632,のせ,大根,0
18633,のせ,おろし,0
18634,のせ,しょうが,0
18635,のせ,甘酢,0
18636,のせ,貝割れ,0
18637,さめ,切り分け,1
18638,さめ,皿,0
18639,さめ,盛,0
18640,さめ,熱,0
18641,さめ,卵,0
18642,さめ,なじ,0
18643,さめ,切,0
18644,さめ,くずれ,0
18645,さめ,つけ,0
18646,さめ,大根,0
18647,さめ,おろし,0
18648,さめ,しょうが,0
18649,さめ,甘酢,0
18650,さめ,貝割れ,0
18651,切り分け,皿,0
18652,切り分け,盛,1
18653,切り分け,熱,0
18654,切り分け,卵,0
18655,切り分け,なじ,0
